iter	Passed	Remaining
179	1187	5410
180	1193	5400
181	1199	5391
182	1205	5382
183	1211	5373
184	1218	5365
185	1224	5357
186	1230	5348
187	1236	5342
188	1242	5332
189	1248	5322
190	1254	5313
191	1260	5303
192	1266	5294
193	1272	5285
194	1278	5276
195	1284	5267
196	1289	5257
197	1296	5251
198	1302	5244
199	1308	5234
200	1315	5228
201	1320	5217
202	1327	5210
203	1333	5202
204	1339	5193
205	1345	5185
206	1351	5176
207	1357	5167
208	1363	5160
209	1369	5151
210	1375	5142
211	1381	5133
212	1387	5125
213	1393	5117
214	1399	5109
215	1405	5101
216	1411	5094
217	1417	5086
218	1423	5077
219	1429	5069
220	1435	5059
221	1441	5051
222	1447	5042
223	1452	5033
224	1458	5025
225	1469	5031
226	1474	5022
227	1481	5015
228	1486	5005
229	1492	4996
230	1498	4988
231	1504	4979
232	1510	4970
233	1515	4961
234	1521	4952
235	1528	4948
236	1534	4939
237	1540	4932
238	1546	4924
239	1552	4917
240	1558	4908
241	1564	4900
242	1574	4903
243	1580	4897
244	1588	4894
245	1596	4892
246	1602	4886
247	1608	4877
248	1614	4868
249	1620	4861
250	1626	4853
251	1632	4846
252	1638	4838
253	1644	4830
254	1651	4824
255	1658	4819
256	1664	4811
257	1669	4802
258	1675	4793
259	1681	4787
260	1688	4781
261	1694	4773
262	1700	4764
263	1706	4756
264	1712	4750
265	1719	4744
266	1724	4735
267	1730	4727
268	1737	4721
269	1743	4713
270	1749	4706
271	1755	4699
272	1761	4691
273	1768	4684
274	1773	4676
275	1779	4668
276	1785	4661
277	1791	4653
278	1797	4646
279	1803	4638
280	1809	4630
281	1815	4622
282	1820	4613
283	1826	4604
284	1832	4598
285	1838	4590
286	1845	4584
287	1850	4575
288	1856	4568
289	1862	4560
290	1868	4552
291	1874	4544
292	1879	4536
293	1885	4528
294	1891	4521
295	1897	4513
296	1903	4505
297	1909	4498
298	1915	4489
299	1921	4482
300	1926	4474
301	1932	4465
302	1937	4457
303	1943	4450
304	1950	4443
305	1957	4439
306	1963	4431
307	1968	4423
308	1974	4415
309	1980	4408
310	1987	4403
311	1993	4396
312	1999	4389
313	2005	4381
314	2012	4375
315	2017	4367
316	2025	4363
317	2031	4356
318	2036	4348
319	2043	4342
320	2049	4334
321	2055	4327
322	2061	4320
323	2067	4313
324	2073	4306
325	2079	4299
326	2085	4291
327	2091	4284
328	2097	4277
329	2103	4271
330	2110	4264
331	2116	4257
332	2122	4250
333	2127	4243
334	2133	4235
335	2140	4230
336	2146	4223
337	2152	4216
338	2158	4209
339	2165	4204
340	2172	4199
341	2178	4192
342	2184	4184
343	2190	4177
344	2196	4170
345	2202	4163
346	2209	4157
347	2215	4150
348	2220	4142
349	2226	4134
350	2231	4126
351	2237	4119
352	2243	4112
353	2249	4105
354	2255	4098
355	2261	4091
356	2267	4083
357	2272	4075
358	2278	4068
359	2284	4060
360	2289	4052
361	2295	4045
362	2301	4038
363	2306	4030
364	2312	4023
365	2318	4016
366	2324	4009
367	2330	4002
368	2336	3994
369	2342	3988
370	2348	3980
371	2353	3973
372	2359	3966
373	2365	3958
374	2370	3951
375	2377	3944
376	2382	3937
377	2388	3930
378	2394	3924
379	2400	3916
380	2406	3910
381	2412	3903
382	2418	3895
383	2424	3888
384	2430	3881
385	2435	3874
386	2441	3867
387	2447	3860
388	2453	3853
389	2458	3845
390	2464	3838
391	2470	3831
392	2476	3824
393	2482	3818
394	2488	3812
395	2494	3805
396	2500	3798
397	2506	3791
398	2512	3784
399	2518	3777
400	2523	3769
401	2529	3762
402	2534	3755
403	2540	3748
404	2546	3741
405	2552	3734
406	2557	3726
407	2563	3719
408	2569	3712
409	2574	3705
410	2580	3698
411	2586	3691
412	2591	3683
413	2597	3677
414	2603	3670
415	2609	3663
416	2615	3656
417	2621	3649
418	2627	3642
419	2632	3635
420	2638	3628
421	2644	3621
422	2649	3614
423	2655	3607
424	2661	3600
425	2667	3593
426	2672	3586
427	2678	3579
428	2684	3573
429	2690	3566
430	2696	3559
431	2702	3553
432	2708	3547
433	2714	3540
434	2720	3532
435	2726	3526
436	2731	3518
437	2737	3512
438	2743	3505
439	2748	3498
440	2754	3491
441	2760	3484
442	2765	3477
443	2771	3470
444	2777	3463
445	2783	3457
446	2789	3451
447	2795	3444
448	2801	3437
449	2806	3430
450	2812	3424
451	2818	3417
452	2824	3410
453	2830	3403
454	2835	3396
455	2841	3389
456	2847	3383
457	2853	3376
458	2859	3370
459	2865	3363
460	2871	3357
461	2877	3350
462	2883	3343
463	2889	3337
464	2895	3331
465	2901	3324
466	2907	3318
467	2913	3311
468	2919	3304
469	2924	3297
470	2930	3291
471	2936	3284
472	2942	3277
473	2947	3271
474	2953	3264
475	2959	3258
476	2965	3251
477	2972	3245
478	2977	3239
479	2983	3232
480	2989	3225
481	2994	3218
482	3000	3211
483	3006	3205
484	3012	3198
485	3017	3191
486	3023	3185
487	3030	3179
488	3035	3172
489	3041	3165
490	3047	3158
491	3052	3152
492	3058	3145
493	3064	3138
494	3070	3132
495	3076	3125
496	3081	3119
497	3087	3112
498	3093	3105
499	3099	3099
500	3105	3093
501	3111	3086
502	3116	3079
503	3122	3072
504	3128	3066
505	3134	3059
506	3140	3053
507	3145	3046
508	3151	3040
509	3157	3033
510	3163	3027
511	3169	3020
512	3174	3014
513	3180	3007
514	3186	3000
515	3191	2993
516	3197	2987
517	3210	2987
518	3218	2982
519	3224	2976
520	3230	2969
521	3236	2963
522	3242	2957
523	3247	2950
524	3253	2943
525	3259	2937
526	3265	2930
527	3270	2923
528	3276	2917
529	3282	2911
530	3287	2903
531	3293	2897
532	3299	2890
533	3323	2900
534	3372	2930
535	3382	2928
536	3391	2924
537	3422	2938
538	3447	2948
539	3457	2945
540	3468	2942
541	3479	2940
542	3487	2935
543	3497	2932
544	3507	2928
545	3515	2923
546	3524	2919
547	3533	2914
548	3541	2909
549	3549	2904
550	3558	2899
551	3565	2894
552	3574	2889
553	3582	2883
554	3590	2878
555	3597	2872
556	3607	2869
557	3614	2863
558	3623	2858
559	3631	2853
560	3639	2847
561	3647	2842
562	3655	2837
563	3664	2832
564	3672	2827
565	3679	2821
566	3687	2816
567	3695	2810
568	3703	2805
569	3712	2800
570	3719	2794
571	3725	2787
572	3734	2782
573	3740	2776
574	3747	2769
575	3754	2763
576	3760	2756
577	3767	2750
578	3773	2743
579	3779	2736
580	3786	2731
581	3793	2724
582	3800	2718
583	3806	2711
584	3812	2704
585	3821	2699
586	3830	2694
587	3837	2689
588	3843	2682
589	3850	2675
590	3857	2669
591	3864	2663
592	3870	2656
593	3876	2649
594	3883	2643
595	3889	2636
596	3896	2630
597	3902	2623
598	3909	2616
599	3916	2610
600	3922	2604
601	3928	2597
602	3935	2590
603	3940	2583
604	3947	2577
605	3954	2570
606	3959	2563
607	3966	2557
608	3972	2550
609	3979	2544
610	3985	2537
611	3992	2531
612	4001	2526
613	4007	2519
614	4015	2514
615	4021	2506
616	4028	2500
617	4035	2494
618	4042	2487
619	4048	2481
620	4054	2474
621	4061	2468
622	4067	2461
623	4074	2455
624	4082	2449
625	4087	2442
626	4094	2436
627	4101	2429
628	4108	2423
629	4114	2416
630	4120	2409
631	4127	2403
632	4133	2396
633	4139	2389
634	4145	2382
635	4151	2375
636	4157	2369
637	4163	2362
638	4168	2355
639	4174	2348
640	4180	2341
641	4186	2334
642	4192	2327
643	4198	2320
644	4205	2314
645	4212	2308
646	4221	2303
647	4229	2297
648	4237	2292
649	4245	2286
650	4253	2280
651	4260	2274
652	4268	2268
653	4277	2262
654	4288	2258
655	4296	2252
656	4307	2248
657	4317	2243
658	4324	2237
659	4330	2230
660	4337	2224
661	4343	2217
662	4350	2211
663	4357	2205
664	4363	2198
665	4370	2191
666	4375	2184
667	4381	2177
668	4387	2170
669	4393	2163
670	4399	2157
671	4405	2150
672	4412	2143
673	4418	2137
674	4426	2131
675	4433	2124
676	4439	2118
677	4446	2111
678	4453	2105
679	4459	2098
680	4468	2093
681	4475	2086
682	4483	2081
683	4489	2074
684	4496	2067
685	4502	2060
686	4509	2054
687	4516	2048
688	4522	2041
689	4530	2035
690	4536	2028
691	4543	2022
692	4549	2015
693	4555	2008
694	4563	2002
695	4570	1996
696	4579	1990
697	4584	1983
698	4591	1976
699	4598	1970
700	4604	1964
701	4613	1958
702	4619	1951
703	4627	1945
704	4635	1939
705	4643	1933
706	4649	1926
707	4656	1920
708	4665	1914
709	4672	1908
710	4680	1902
711	4686	1895
712	4694	1889
713	4701	1883
714	4709	1877
715	4715	1870
716	4721	1863
717	4729	1857
718	4735	1850
719	4744	1844
720	4750	1838
721	4757	1831
722	4763	1825
723	4770	1818
724	4778	1812
725	4785	1806
726	4794	1800
727	4800	1793
728	4807	1787
729	4813	1780
730	4820	1774
731	4828	1767
732	4834	1760
733	4840	1754
734	4846	1747
735	4852	1740
736	4858	1733
737	4864	1727
738	4871	1720
739	4877	1713
740	4883	1706
741	4889	1700
742	4895	1693
743	4901	1686
744	4907	1679
745	4913	1672
746	4920	1666
747	4926	1659
748	4933	1653
749	4939	1646
750	4945	1639
751	4953	1633
752	4960	1627
753	4968	1621
754	4975	1614
755	4982	1608
756	4990	1601
757	4997	1595
758	5004	1588
759	5010	1582
760	5017	1575
761	5023	1568
762	5030	1562
763	5036	1555
764	5043	1549
765	5050	1542
766	5057	1536
767	5063	1529
768	5069	1522
769	5076	1516
770	5082	1509
771	5088	1502
772	5096	1496
773	5104	1490
774	5111	1483
775	5117	1477
776	5123	1470
777	5130	1464
778	5136	1457
779	5143	1450
780	5149	1443
781	5154	1437
782	5161	1430
783	5167	1423
784	5173	1417
785	5180	1410
786	5186	1403
787	5193	1397
788	5200	1390
789	5206	1384
790	5212	1377
791	5219	1370
792	5225	1364
793	5231	1357
794	5237	1350
795	5245	1344
796	5252	1337
797	5259	1331
798	5265	1324
799	5271	1317
800	5277	1311
801	5283	1304
802	5289	1297
803	5295	1291
804	5301	1284
805	5307	1277
806	5313	1270
807	5320	1264
808	5326	1257
809	5331	1250
810	5337	1243
811	5343	1237
812	5349	1230
813	5355	1223
814	5361	1216
815	5367	1210
816	5372	1203
817	5378	1196
818	5384	1190
819	5391	1183
820	5397	1176
821	5404	1170
822	5410	1163
823	5415	1156
824	5422	1150
825	5427	1143
826	5433	1136
827	5439	1129
828	5445	1123
829	5451	1116
830	5456	1109
831	5462	1103
832	5468	1096
833	5474	1089
834	5480	1082
835	5486	1076
836	5492	1069
837	5497	1062
838	5503	1056
839	5509	1049
840	5515	1042
841	5521	1036
842	5527	1029
843	5533	1022
844	5539	1016
845	5545	1009
846	5550	1002
847	5557	996
848	5562	989
849	5568	982
850	5574	976
851	5580	969
852	5586	962
853	5592	956
854	5597	949
855	5603	942
856	5609	935
857	5615	929
858	5620	922
859	5626	915
860	5632	909
861	5638	902
862	5644	896
863	5650	889
864	5655	882
865	5663	876
866	5671	869
867	5678	863
868	5686	857
869	5694	850
870	5703	844
871	5711	838
872	5717	831
873	5723	825
874	5729	818
875	5734	811
876	5744	805
877	5758	800
878	5767	793
879	5775	787
880	5784	781
881	5793	775
882	5802	768
883	5809	762
884	5824	756
885	5838	751
886	5849	745
887	5857	738
888	5865	732
889	5875	726
890	5889	720
891	5902	714
892	5913	708
893	5924	702
894	5935	696
895	5953	691
896	5968	685
897	5986	680
898	5997	673
899	6011	667
900	6025	662
901	6042	656
902	6054	650
903	6063	643
904	6073	637
905	6085	631
906	6098	625
907	6107	618
908	6118	612
909	6149	608
910	6166	602
911	6199	598
912	6217	592
913	6233	586
914	6246	580
915	6254	573
916	6276	568
917	6287	561
918	6298	555
919	6306	548
920	6316	541
921	6324	535
922	6333	528
923	6341	521
924	6349	514
925	6361	508
926	6373	501
927	6386	495
928	6397	488
929	6416	482
930	6428	476
931	6438	469
932	6452	463
933	6462	456
934	6484	450
935	6499	444
936	6510	437
937	6521	431
938	6532	424
939	6541	417
940	6551	410
941	6561	403
942	6569	397
943	6577	390
944	6587	383
945	6595	376
946	6603	369
947	6613	362
948	6621	355
949	6629	348
950	6637	342
951	6646	335
952	6655	328
953	6663	321
954	6671	314
955	6682	307
956	6693	300
957	6707	294
958	6716	287
959	6724	280
960	6733	273
961	6743	266
962	6755	259
963	6763	252
964	6771	245
965	6780	238
966	6788	231
967	6796	224
968	6805	217
969	6812	210
970	6820	203
971	6830	196
972	6841	189
973	6852	182
974	6861	175
975	6869	168
976	6877	161
977	6887	154
978	6895	147
979	6906	140
980	6916	133
981	6927	126
982	6939	120
983	6960	113
984	6980	106
985	7004	99
986	7024	92
987	7041	85
988	7055	78
989	7077	71
990	7087	64
991	7098	57
992	7112	50
993	7122	42
994	7147	35
995	7158	28
996	7170	21
997	7182	14
998	7192	7
999	7202	0
